Espanol,English,,,,,,,,,,,,
de,from,,,,,,,,,,,,
la,the,,,,,,,,,,,,
que,that,,,,,,,,,,,,
el,the,,,,,,,,,,,,
en,in,,,,,,,,,,,,
y,Y,,,,,,,,,,,,
a,to,,,,,,,,,,,,
los,the,,,,,,,,,,,,
se,I know,,,,,,,,,,,,
del,of,,,,,,,,,,,,
las,the,,,,,,,,,,,,
un,a,,,,,,,,,,,,
por,for,,,,,,,,,,,,
con,with,,,,,,,,,,,,
no,no,,,,,,,,,,,,
una,a,,,,,,,,,,,,
su,his,,,,,,,,,,,,
para,for,,,,,,,,,,,,
es,is,,,,,,,,,,,,
al,to the,,,,,,,,,,,,
lo,it,,,,,,,,,,,,
como,What,,,,,,,,,,,,
más,plus,,,,,,,,,,,,
o,or,,,,,,,,,,,,
pero,but,,,,,,,,,,,,
sus,their,,,,,,,,,,,,
le,you,,,,,,,,,,,,
ha,he has,,,,,,,,,,,,
me,I,,,,,,,,,,,,
si,Yes,,,,,,,,,,,,
sin,without,,,,,,,,,,,,
sobre,about,,,,,,,,,,,,
este,this,,,,,,,,,,,,
ya,already,,,,,,,,,,,,
entre,Come in,,,,,,,,,,,,
cuando,when,,,,,,,,,,,,
todo,everything,,,,,,,,,,,,
esta,is,,,,,,,,,,,,
ser,to be,,,,,,,,,,,,
son,are,,,,,,,,,,,,
dos,two,,,,,,,,,,,,
también,too,,,,,,,,,,,,
fue,it was,,,,,,,,,,,,
había,there was,,,,,,,,,,,,
era,it was,,,,,,,,,,,,
muy,very,,,,,,,,,,,,
años,years,,,,,,,,,,,,
hasta,until,,,,,,,,,,,,
desde,from,,,,,,,,,,,,
está,this,,,,,,,,,,,,
mi,me,,,,,,,,,,,,
porque,because,,,,,,,,,,,,
qué,what,,,,,,,,,,,,
sólo,alone,,,,,,,,,,,,
han,they have,,,,,,,,,,,,
yo,me,,,,,,,,,,,,
hay,there are,,,,,,,,,,,,
vez,time,,,,,,,,,,,,
puede,may,,,,,,,,,,,,
todos,everybody,,,,,,,,,,,,
así,So,,,,,,,,,,,,
nos,us,,,,,,,,,,,,
ni,neither,,,,,,,,,,,,
parte,part,,,,,,,,,,,,
tiene,has,,,,,,,,,,,,
él,he,,,,,,,,,,,,
uno,one,,,,,,,,,,,,
donde,where,,,,,,,,,,,,
bien,good,,,,,,,,,,,,
tiempo,weather,,,,,,,,,,,,
mismo,same,,,,,,,,,,,,
ese,that,,,,,,,,,,,,
ahora,now,,,,,,,,,,,,
cada,each,,,,,,,,,,,,
e,and,,,,,,,,,,,,
vida,life,,,,,,,,,,,,
otro,other,,,,,,,,,,,,
después,after,,,,,,,,,,,,
te,tea,,,,,,,,,,,,
otros,others,,,,,,,,,,,,
aunque,even if,,,,,,,,,,,,
esa,that,,,,,,,,,,,,
eso,that,,,,,,,,,,,,
hace,does,,,,,,,,,,,,
otra,other,,,,,,,,,,,,
gobierno,government,,,,,,,,,,,,
tan,so,,,,,,,,,,,,
durante,during,,,,,,,,,,,,
siempre,forever,,,,,,,,,,,,
día,day,,,,,,,,,,,,
tanto,so much,,,,,,,,,,,,
ella,her,,,,,,,,,,,,
tres,three,,,,,,,,,,,,
sí,Yes,,,,,,,,,,,,
dijo,He said,,,,,,,,,,,,
sido,been,,,,,,,,,,,,
gran,great,,,,,,,,,,,,
país,country,,,,,,,,,,,,
según,according,,,,,,,,,,,,
menos,less,,,,,,,,,,,,
mundo,world,,,,,,,,,,,,
año,year,,,,,,,,,,,,
antes,before,,,,,,,,,,,,
estado,condition,,,,,,,,,,,,
contra,against,,,,,,,,,,,,
sino,otherwise,,,,,,,,,,,,
forma,shape,,,,,,,,,,,,
caso,case,,,,,,,,,,,,
nada,any,,,,,,,,,,,,
hacer,do,,,,,,,,,,,,
general,general,,,,,,,,,,,,
estaba,I was,,,,,,,,,,,,
poco,little bit,,,,,,,,,,,,
estos,these,,,,,,,,,,,,
presidente,President,,,,,,,,,,,,
mayor,higher,,,,,,,,,,,,
ante,in view of,,,,,,,,,,,,
unos,some,,,,,,,,,,,,
les,them,,,,,,,,,,,,
algo,something,,,,,,,,,,,,
hacia,toward,,,,,,,,,,,,
casa,House,,,,,,,,,,,,
ellos,they,,,,,,,,,,,,
ayer,Yesterday,,,,,,,,,,,,
hecho,done,,,,,,,,,,,,
primera,first,,,,,,,,,,,,
mucho,much,,,,,,,,,,,,83
mientras,While,,,,,,,,,,,,
además,further,,,,,,,,,,,,82
quien,who,,,,,,,,,,,,
momento,moment,,,,,,,,,,,,82
millones,millions,,,,,,,,,,,,
esto,this,,,,,,,,,,,,
españa,Spain,,,,,,,,,,,,
hombre,man,,,,,,,,,,,,
están,is it so,,,,,,,,,,,,
pues,well,,,,,,,,,,,,
hoy,today,,,,,,,,,,,,
lugar,place,,,,,,,,,,,,
madrid,Madrid,,,,,,,,,,,,
nacional,national,,,,,,,,,,,,
trabajo,job,,,,,,,,,,,,
otras,Others,,,,,,,,,,,,
mejor,better,,,,,,,,,,,,
nuevo,new,,,,,,,,,,,,
decir,tell,,,,,,,,,,,,
algunos,Some,,,,,,,,,,,,
entonces,then,,,,,,,,,,,,
todas,all,,,,,,,,,,,,
días,days,,,,,,,,,,,,
debe,should,,,,,,,,,,,,
política,politics,,,,,,,,,,,,
cómo,What,,,,,,,,,,,,
casi,almost,,,,,,,,,,,,
toda,all,,,,,,,,,,,,
tal,such,,,,,,,,,,,,
luego,later,,,,,,,,,,,,
pasado,last,,,,,,,,,,,,
primer,first,,,,,,,,,,,,
medio,medium,,,,,,,,,,,,
va,he,,,,,,,,,,,,
estas,are,,,,,,,,,,,,
sea,be,,,,,,,,,,,,
tenía,I had,,,,,,,,,,,,
nunca,never,,,,,,,,,,,,
poder,can,,,,,,,,,,,,
aquí,here,,,,,,,,,,,,
ver,see,,,,,,,,,,,,
veces,times,,,,,,,,,,,,
embargo,embargo,,,,,,,,,,,,
partido,match,,,,,,,,,,,,
personas,persons,,,,,,,,,,,,
grupo,group,,,,,,,,,,,,
cuenta,bill,,,,,,,,,,,,
pueden,may,,,,,,,,,,,,
tienen,have,,,,,,,,,,,,
misma,one.,,,,,,,,,,,,63
nueva,new,,,,,,,,,,,,
cual,which,,,,,,,,,,,,
fueron,They were,,,,,,,,,,,,
mujer,woman,,,,,,,,,,,,
frente,forehead,,,,,,,,,,,,
josé,Joseph,,,,,,,,,,,,
tras,after,,,,,,,,,,,,
cosas,things,,,,,,,,,,,,
fin,end,,,,,,,,,,,,
ciudad,town,,,,,,,,,,,,
he,He.,,,,,,,,,,,,
social,Social,,,,,,,,,,,,
manera,manner,,,,,,,,,,,,
tener,have,,,,,,,,,,,,
sistema,system,,,,,,,,,,,,
será,will be,,,,,,,,,,,,
historia,history,,,,,,,,,,,,
muchos,Many,,,,,,,,,,,,57
juan,Juan,,,,,,,,,,,,
tipo,type,,,,,,,,,,,,
cuatro,four,,,,,,,,,,,,
dentro,within,,,,,,,,,,,,
nuestro,our,,,,,,,,,,,,
punto,point,,,,,,,,,,,,
dice,He says,,,,,,,,,,,,
ello,it,,,,,,,,,,,,
cualquier,any,,,,,,,,,,,,
noche,night,,,,,,,,,,,,
aún,still,,,,,,,,,,,,
agua,Water,,,,,,,,,,,,
parece,It seems,,,,,,,,,,,,
haber,to have,,,,,,,,,,,,
situación,situation,,,,,,,,,,,,
fuera,out of,,,,,,,,,,,,
bajo,under,,,,,,,,,,,,
grandes,big,,,,,,,,,,,,
nuestra,our,,,,,,,,,,,,
ejemplo,example,,,,,,,,,,,,
acuerdo,agreement,,,,,,,,,,,,
habían,They had,,,,,,,,,,,,
usted,you,,,,,,,,,,,,
estados,state,,,,,,,,,,,,
hizo,made,,,,,,,,,,,,
nadie,no one,,,,,,,,,,,,
países,Countries,,,,,,,,,,,,
horas,hours,,,,,,,,,,,,
posible,possible,,,,,,,,,,,,
tarde,late,,,,,,,,,,,,
ley,law,,,,,,,,,,,,
importante,important,,,,,,,,,,,,
guerra,war,,,,,,,,,,,,
desarrollo,developing,,,,,,,,,,,,
proceso,process,,,,,,,,,,,,
realidad,reality,,,,,,,,,,,,
sentido,sense,,,,,,,,,,,,
lado,side,,,,,,,,,,,,
mí,my,,,,,,,,,,,,
tu,you,,,,,,,,,,,,
cambio,change,,,,,,,,,,,,
allí,there,,,,,,,,,,,,
mano,hand,,,,,,,,,,,,
eran,were,,,,,,,,,,,,
estar,be,,,,,,,,,,,,
san,saint,,,,,,,,,,,,
número,number,,,,,,,,,,,,
sociedad,society,,,,,,,,,,,,
unas,nails,,,,,,,,,,,,
centro,center,,,,,,,,,,,,
padre,dad,,,,,,,,,,,,
gente,people,,,,,,,,,,,,
final,final,,,,,,,,,,,,
relación,relationship,,,,,,,,,,,,
cuerpo,Body,,,,,,,,,,,,
obra,construction site,,,,,,,,,,,,
incluso,even,,,,,,,,,,,,
través,through,,,,,,,,,,,,
último,latest,,,,,,,,,,,,
madre,mother,,,,,,,,,,,,
mis,MIS,,,,,,,,,,,,
modo,mode,,,,,,,,,,,,
problemas,problems,,,,,,,,,,,,
cinco,five,,,,,,,,,,,,
carlos,Charles,,,,,,,,,,,,
hombres,mens,,,,,,,,,,,,
información,information,,,,,,,,,,,,
ojos,eyes,,,,,,,,,,,,
muerte,death,,,,,,,,,,,,
nombre,Name,,,,,,,,,,,,
algunas,some,,,,,,,,,,,,
público,public,,,,,,,,,,,,
mujeres,women,,,,,,,,,,,,
siglo,century,,,,,,,,,,,,
todavía,yet,,,,,,,,,,,,
meses,months,,,,,,,,,,,,41
mañana,morning,,,,,,,,,,,,41
esos,those,,,,,,,,,,,,
nosotros,us,,,,,,,,,,,,
hora,hour,,,,,,,,,,,,
muchas,many,,,,,,,,,,,,40
pueblo,town,,,,,,,,,,,,
alguna,some,,,,,,,,,,,,
dar,give,,,,,,,,,,,,
problema,trouble,,,,,,,,,,,,
don,Don,,,,,,,,,,,,
da,gives,,,,,,,,,,,,
tú,your,,,,,,,,,,,,
derecho,right,,,,,,,,,,,,
verdad,truth,,,,,,,,,,,,
maría,Mary,,,,,,,,,,,,
unidos,United,,,,,,,,,,,,
podría,might,,,,,,,,,,,,
sería,would,,,,,,,,,,,,
junto,together,,,,,,,,,,,,
cabeza,head,,,,,,,,,,,,
aquel,that,,,,,,,,,,,,
luis,Luis,,,,,,,,,,,,
cuanto,how much,,,,,,,,,,,,
tierra,Earth,,,,,,,,,,,,
equipo,team,,,,,,,,,,,,
segundo,second,,,,,,,,,,,,
director,director,,,,,,,,,,,,
dicho,saying,,,,,,,,,,,,
cierto,certain,,,,,,,,,,,,
casos,Cases,,,,,,,,,,,,
manos,hands,,,,,,,,,,,,37
nivel,level,,,,,,,,,,,,
podía,I could,,,,,,,,,,,,
familia,family,,,,,,,,,,,,
largo,long,,,,,,,,,,,,
partir,leaving,,,,,,,,,,,,
falta,lack,,,,,,,,,,,,
llegar,arrive,,,,,,,,,,,,
propio,own,,,,,,,,,,,,
ministro,Minister,,,,,,,,,,,,
cosa,thing,,,,,,,,,,,,
primero,first,,,,,,,,,,,,
seguridad,security,,,,,,,,,,,,
hemos,we have,,,,,,,,,,,,35
mal,evil,,,,,,,,,,,,
trata,about,,,,,,,,,,,,
algún,some,,,,,,,,,,,,
tuvo,He had,,,,,,,,,,,,
respecto,respect,,,,,,,,,,,,
semana,week,,,,,,,,,,,,35
varios,various,,,,,,,,,,,,
real,real,,,,,,,,,,,,
sé,he,,,,,,,,,,,,
voz,voice,,,,,,,,,,,,
paso,He passed,,,,,,,,,,,,
señor,Mister,,,,,,,,,,,,
mil,thousand,,,,,,,,,,,,
quienes,Who,,,,,,,,,,,,
proyecto,draft,,,,,,,,,,,,
mercado,market,,,,,,,,,,,,
mayoría,most,,,,,,,,,,,,
luz,light,,,,,,,,,,,,
claro,Clear,,,,,,,,,,,,
iba,I was going,,,,,,,,,,,,
éste,this,,,,,,,,,,,,
pesetas,pesetas.,,,,,,,,,,,,
orden,order,,,,,,,,,,,,
español,Spanish,,,,,,,,,,,,
buena,good,,,,,,,,,,,,
quiere,wants,,,,,,,,,,,,
aquella,that,,,,,,,,,,,,
programa,Program,,,,,,,,,,,,
palabras,words,,,,,,,,,,,,
internacional,international,,,,,,,,,,,,
van,go,,,,,,,,,,,,
esas,those,,,,,,,,,,,,
segunda,second,,,,,,,,,,,,
empresa,business,,,,,,,,,,,,
puesto,Market Stall,,,,,,,,,,,,
ahí,there,,,,,,,,,,,,
propia,own,,,,,,,,,,,,
m,M.,,,,,,,,,,,,
libro,book,,,,,,,,,,,,
igual,same,,,,,,,,,,,,
político,politician,,,,,,,,,,,,
persona,person,,,,,,,,,,,,
últimos,last.,,,,,,,,,,,,
ellas,they,,,,,,,,,,,,
total,total,,,,,,,,,,,,
creo,I believe,,,,,,,,,,,,
tengo,I have,,,,,,,,,,,,
dios,God,,,,,,,,,,,,
c,C.,,,,,,,,,,,,
española,Spanish,,,,,,,,,,,,
condiciones,terms,,,,,,,,,,,,
méxico,Mexico,,,,,,,,,,,,
fuerza,force,,,,,,,,,,,,
solo,only,,,,,,,,,,,,
único,unique,,,,,,,,,,,,
acción,action,,,,,,,,,,,,
amor,love,,,,,,,,,,,,
policía,police,,,,,,,,,,,,
puerta,door,,,,,,,,,,,,
pesar,weigh,,,,,,,,,,,,
zona,zone,,,,,,,,,,,,
sabe,knows,,,,,,,,,,,,
calle,Street,,,,,,,,,,,,
interior,inside,,,,,,,,,,,,
tampoco,either,,,,,,,,,,,,
música,music,,,,,,,,,,,,
ningún,No.,,,,,,,,,,,,
vista,view,,,,,,,,,,,,
campo,country,,,,,,,,,,,,30
buen,good,,,,,,,,,,,,
hubiera,had,,,,,,,,,,,,
saber,to know,,,,,,,,,,,,
obras,plays,,,,,,,,,,,,
razón,reason,,,,,,,,,,,,
ex,former,,,,,,,,,,,,
niños,kids,,,,,,,,,,,,
presencia,presence,,,,,,,,,,,,
tema,theme,,,,,,,,,,,,
dinero,money,,,,,,,,,,,,
comisión,commission,,,,,,,,,,,,
antonio,Antonio,,,,,,,,,,,,
servicio,service,,,,,,,,,,,,
hijo,son,,,,,,,,,,,,
última,last.,,,,,,,,,,,,
ciento,hundred,,,,,,,,,,,,
estoy,I'm,,,,,,,,,,,,
hablar,speak,,,,,,,,,,,,
dio,gave,,,,,,,,,,,,
minutos,minutes,,,,,,,,,,,,
producción,production,,,,,,,,,,,,
camino,road,,,,,,,,,,,,
seis,six,,,,,,,,,,,,
quién,who,,,,,,,,,,,,
fondo,bottom,,,,,,,,,,,,
dirección,address,,,,,,,,,,,,
papel,paper,,,,,,,,,,,,
demás,the rest,,,,,,,,,,,,29
barcelona,Barcelona,,,,,,,,,,,,
idea,idea,,,,,,,,,,,,
especial,special,,,,,,,,,,,,
diferentes,different,,,,,,,,,,,,
dado,dice,,,,,,,,,,,,
base,base,,,,,,,,,,,,
capital,capital,,,,,,,,,,,,
ambos,both of them,,,,,,,,,,,,29
europa,Europe,,,,,,,,,,,,
libertad,Liberty,,,,,,,,,,,,
relaciones,relations,,,,,,,,,,,,
espacio,space,,,,,,,,,,,,
medios,media,,,,,,,,,,,,
ir,go,,,,,,,,,,,,
actual,current,,,,,,,,,,,,
población,population,,,,,,,,,,,,
empresas,Business,,,,,,,,,,,,28
estudio,study,,,,,,,,,,,,
salud,Health,,,,,,,,,,,,
servicios,services,,,,,,,,,,,,
haya,is,,,,,,,,,,,,
principio,beginning,,,,,,,,,,,,
siendo,being,,,,,,,,,,,,
cultura,culture,,,,,,,,,,,,
anterior,previous,,,,,,,,,,,,
alto,high,,,,,,,,,,,,
media,half,,,,,,,,,,,,
mediante,through,,,,,,,,,,,,
primeros,First,,,,,,,,,,,,
arte,art,,,,,,,,,,,,
paz,peace,,,,,,,,,,,,
sector,sector,,,,,,,,,,,,
imagen,image,,,,,,,,,,,,
medida,measure,,,,,,,,,,,,
deben,they should,,,,,,,,,,,,
datos,data,,,,,,,,,,,,
consejo,tip,,,,,,,,,,,,
personal,personal,,,,,,,,,,,,
interés,interest,,,,,,,,,,,,
julio,July,,,,,,,,,,,,
grupos,Groups,,,,,,,,,,,,
miembros,members,,,,,,,,,,,,27
ninguna,none,,,,,,,,,,,,
existe,exists,,,,,,,,,,,,
cara,expensive,,,,,,,,,,,,
edad,age,,,,,,,,,,,,
etc,etc,,,,,,,,,,,,
movimiento,movement,,,,,,,,,,,,
visto,viewed,,,,,,,,,,,,
llegó,I arrive,,,,,,,,,,,,
puntos,points,,,,,,,,,,,,
actividad,activity,,,,,,,,,,,,
bueno,Okay,,,,,,,,,,,,
uso,use,,,,,,,,,,,,
niño,little boy,,,,,,,,,,,,
difícil,hard,,,,,,,,,,,,
joven,young,,,,,,,,,,,,
futuro,future,,,,,,,,,,,,
aquellos,those,,,,,,,,,,,,
mes,month,,,,,,,,,,,,
pronto,early,,,,,,,,,,,,
soy,am,,,,,,,,,,,,
hacía,toward,,,,,,,,,,,,
nuevos,new,,,,,,,,,,,,
nuestros,our,,,,,,,,,,,,
estaban,They were,,,,,,,,,,,,
posibilidad,possibility,,,,,,,,,,,,
sigue,follow,,,,,,,,,,,,
cerca,near,,,,,,,,,,,,
resultados,results,,,,,,,,,,,,
educación,education,,,,,,,,,,,,
atención,attention,,,,,,,,,,,,
gonzález,González.,,,,,,,,,,,,
capacidad,capacity,,,,,,,,,,,,
efecto,effect,,,,,,,,,,,,
necesario,necessary,,,,,,,,,,,,
valor,value,,,,,,,,,,,,
aire,air,,,,,,,,,,,,
investigación,research,,,,,,,,,,,,
siguiente,following,,,,,,,,,,,,
figura,figure,,,,,,,,,,,,
central,central,,,,,,,,,,,,
comunidad,community,,,,,,,,,,,,25
necesidad,need,,,,,,,,,,,,
serie,Serie,,,,,,,,,,,,
organización,organization,,,,,,,,,,,,
nuevas,New ones,,,,,,,,,,,,
calidad,quality,,,,,,,,,,,,
economía,economy,,,,,,,,,,,,
carácter,character,,,,,,,,,,,,
jefe,chief,,,,,,,,,,,,
estamos,we're,,,,,,,,,,,,
prensa,press,,,,,,,,,,,,
control,control,,,,,,,,,,,,
sociales,social,,,,,,,,,,,,
universidad,college,,,,,,,,,,,,
militar,military,,,,,,,,,,,,
cabo,cape,,,,,,,,,,,,
diez,ten,,,,,,,,,,,,
fuerzas,forces,,,,,,,,,,,,
congreso,congress,,,,,,,,,,,,
ésta,is,,,,,,,,,,,,
hijos,children,,,,,,,,,,,,
justicia,Justice,,,,,,,,,,,,
mundial,world,,,,,,,,,,,,
dólares,Dollars,,,,,,,,,,,,
juego,play,,,,,,,,,,,,
económica,economic,,,,,,,,,,,,24
